# t_pr   N      a     H/m         f              df/m        energy_pr         E        epsilon       eta
# -----------------------------------------------------------------------------------------------------------------
49.146  78.168  8873001852208127201387503618621440.000  0.43967  -9.7139144e-01  +5.0371531e-01  +7.366e-69  +1.000e+00  +6.563e-01  -4.755e+00
49.148  78.169  8880805347000138066938255032451072.000  0.43941  -9.7038536e-01  +5.0236299e-01  +7.344e-69  +1.000e+00  +6.535e-01  -4.757e+00
49.150  78.170  8888611218265258964417413042405376.000  0.43916  -9.6938198e-01  +5.0101659e-01  +7.323e-69  +1.000e+00  +6.508e-01  -4.758e+00
49.152  78.171  8896419484246364010796405120565248.000  0.43891  -9.6838129e-01  +4.9967610e-01  +7.302e-69  +1.000e+00  +6.480e-01  -4.760e+00
49.154  78.172  8904230163092325021090044077670400.000  0.43866  -9.6738327e-01  +4.9834151e-01  +7.281e-69  +1.000e+00  +6.453e-01  -4.762e+00
49.156  78.173  8912043272858295127046661347475456.000  0.43841  -9.6638792e-01  +4.9701281e-01  +7.260e-69  +1.000e+00  +6.426e-01  -4.763e+00
49.158  78.174  8919858831505972796172661954707456.000  0.43817  -9.6539522e-01  +4.9569001e-01  +7.239e-69  +1.000e+00  +6.399e-01  -4.764e+00
49.160  78.174  8927676856903901591323722295279616.000  0.43792  -9.6440515e-01  +4.9437310e-01  +7.218e-69  +1.000e+00  +6.372e-01  -4.765e+00
49.162  78.175  8935497366827729578043326676860928.000  0.43768  -9.6341772e-01  +4.9306206e-01  +7.198e-69  +1.000e+00  +6.345e-01  -4.766e+00
49.164  78.176  8943320378960510237075469705936896.000  0.43744  -9.6243290e-01  +4.9175689e-01  +7.177e-69  +1.000e+00  +6.319e-01  -4.767e+00
49.166  78.177  8951145910892982624290275751624704.000  0.43720  -9.6145069e-01  +4.9045759e-01  +7.157e-69  +1.000e+00  +6.292e-01  -4.768e+00
49.168  78.178  8958973980123860753981655264264192.000  0.43696  -9.6047107e-01  +4.8916415e-01  +7.136e-69  +1.000e+00  +6.266e-01  -4.769e+00
49.170  78.179  8966804604060111452949915025539072.000  0.43672  -9.5949403e-01  +4.8787656e-01  +7.116e-69  +1.000e+00  +6.240e-01  -4.769e+00
49.172  78.180  8974637800017269108072515817701376.000  0.43648  -9.5851956e-01  +4.8659481e-01  +7.096e-69  +1.000e+00  +6.214e-01  -4.770e+00
49.174  78.181  8982473585219703144093141212069888.000  0.43624  -9.5754765e-01  +4.8531891e-01  +7.076e-69  +1.000e+00  +6.188e-01  -4.770e+00
49.176  78.181  8990311976800930465349446024560640.000  0.43601  -9.5657828e-01  +4.8404883e-01  +7.056e-69  +1.000e+00  +6.163e-01  -4.770e+00
49.178  78.182  8998152991803900227384694206889984.000  0.43577  -9.5561145e-01  +4.8278457e-01  +7.036e-69  +1.000e+00  +6.137e-01  -4.770e+00
49.180  78.183  9005996647181300514067984267870208.000  0.43554  -9.5464714e-01  +4.8152613e-01  +7.016e-69  +1.000e+00  +6.112e-01  -4.770e+00
49.182  78.184  9013842959795851179656419412541440.000  0.43531  -9.5368534e-01  +4.8027350e-01  +6.997e-69  +1.000e+00  +6.086e-01  -4.769e+00
49.184  78.185  9021691946420608220072323749773312.000  0.43508  -9.5272604e-01  +4.7902667e-01  +6.977e-69  +1.000e+00  +6.061e-01  -4.769e+00
49.186  78.186  9029543623739260073729926251937792.000  0.43485  -9.5176923e-01  +4.7778563e-01  +6.958e-69  +1.000e+00  +6.036e-01  -4.768e+00
49.188  78.187  9037398008346438910341604603592704.000  0.43462  -9.5081489e-01  +4.7655038e-01  +6.938e-69  +1.000e+00  +6.011e-01  -4.768e+00
49.190  78.188  9045255116748011167137046126919680.000  0.43440  -9.4986302e-01  +4.7532090e-01  +6.919e-69  +1.000e+00  +5.986e-01  -4.767e+00
49.192  78.188  9053114965361404978570556126265344.000  0.43417  -9.4891360e-01  +4.7409719e-01  +6.900e-69  +1.000e+00  +5.962e-01  -4.766e+00
49.194  78.189  9060977570515891489168181958803456.000  0.43395  -9.4796663e-01  +4.7287924e-01  +6.881e-69  +1.000e+00  +5.937e-01  -4.765e+00
49.196  78.190  9068842948452899601098470703759360.000  0.43373  -9.4702208e-01  +4.7166704e-01  +6.862e-69  +1.000e+00  +5.913e-01  -4.764e+00
49.198  78.191  9076711115326339945115263686410240.000  0.43350  -9.4607996e-01  +4.7046059e-01  +6.843e-69  +1.000e+00  +5.889e-01  -4.762e+00
49.200  78.192  9084582087202891958012343582982144.000  0.43328  -9.4514024e-01  +4.6925987e-01  +6.824e-69  +1.000e+00  +5.865e-01  -4.761e+00
49.202  78.193  9092455880062324394801715124109312.000  0.43306  -9.4420291e-01  +4.6806488e-01  +6.806e-69  +1.000e+00  +5.841e-01  -4.759e+00
49.204  78.194  9100332509797807770441353550364672.000  0.43284  -9.4326797e-01  +4.6687560e-01  +6.787e-69  +1.000e+00  +5.817e-01  -4.758e+00
49.206  78.194  9108211992216222189876934640402432.000  0.43263  -9.4233541e-01  +4.6569203e-01  +6.768e-69  +1.000e+00  +5.793e-01  -4.756e+00
49.208  78.195  9116094343038466331005069345947648.000  0.43241  -9.4140520e-01  +4.6451417e-01  +6.750e-69  +1.000e+00  +5.770e-01  -4.754e+00
49.210  78.196  9123979577899773345165566067867648.000  0.43220  -9.4047735e-01  +4.6334199e-01  +6.732e-69  +1.000e+00  +5.747e-01  -4.752e+00
49.212  78.197  9131867712350025604712188325396480.000  0.43198  -9.3955183e-01  +4.6217550e-01  +6.713e-69  +1.000e+00  +5.723e-01  -4.749e+00
49.214  78.198  9139758761854064838897393997971456.000  0.43177  -9.3862864e-01  +4.6101468e-01  +6.695e-69  +1.000e+00  +5.700e-01  -4.747e+00
49.216  78.199  9147652741792006881443092994457600.000  0.43156  -9.3770777e-01  +4.5985952e-01  +6.677e-69  +1.000e+00  +5.677e-01  -4.744e+00
49.218  78.200  9155549667459561029797423349760000.000  0.43135  -9.3678920e-01  +4.5871002e-01  +6.659e-69  +1.000e+00  +5.655e-01  -4.742e+00
49.220  78.201  9163449554068334416411967432425472.000  0.43114  -9.3587292e-01  +4.5756616e-01  +6.641e-69  +1.000e+00  +5.632e-01  -4.739e+00
49.222  78.201  9171352416746154826763041861795840.000  0.43093  -9.3495893e-01  +4.5642793e-01  +6.623e-69  +1.000e+00  +5.609e-01  -4.736e+00
49.224  78.202  9179258270537387752765464390926336.000  0.43072  -9.3404721e-01  +4.5529534e-01  +6.605e-69  +1.000e+00  +5.587e-01  -4.733e+00
49.226  78.203  9187167130403247681578797755269120.000  0.43051  -9.3313775e-01  +4.5416836e-01  +6.588e-69  +1.000e+00  +5.565e-01  -4.730e+00
49.228  78.204  9195079011222111690256602735050752.000  0.43031  -9.3223053e-01  +4.5304698e-01  +6.570e-69  +1.000e+00  +5.542e-01  -4.726e+00
49.230  78.205  9202993927789843416689232679272448.000  0.43010  -9.3132555e-01  +4.5193121e-01  +6.552e-69  +1.000e+00  +5.520e-01  -4.723e+00
49.232  78.206  9210911894820099736724058927005696.000  0.42990  -9.3042280e-01  +4.5082102e-01  +6.535e-69  +1.000e+00  +5.499e-01  -4.719e+00
49.234  78.207  9218832926944644358814723869769728.000  0.42969  -9.2952227e-01  +4.4971641e-01  +6.518e-69  +1.000e+00  +5.477e-01  -4.715e+00
49.236  78.207  9226757038713687935864999971389440.000  0.42949  -9.2862393e-01  +4.4861736e-01  +6.500e-69  +1.000e+00  +5.455e-01  -4.711e+00
49.238  78.208  9234684244596175142683436872892416.000  0.42929  -9.2772779e-01  +4.4752388e-01  +6.483e-69  +1.000e+00  +5.434e-01  -4.707e+00
49.240  78.209  9242614558980110952769165130203136.000  0.42909  -9.2683383e-01  +4.4643594e-01  +6.466e-69  +1.000e+00  +5.412e-01  -4.703e+00
49.242  78.210  9250547996172879997568672310755328.000  0.42889  -9.2594205e-01  +4.4535354e-01  +6.449e-69  +1.000e+00  +5.391e-01  -4.699e+00
49.244  78.211  9258484570401559008203551449022464.000  0.42870  -9.2505242e-01  +4.4427666e-01  +6.432e-69  +1.000e+00  +5.370e-01  -4.695e+00
49.246  78.212  9266424295813232715962763322589184.000  0.42850  -9.2416494e-01  +4.4320530e-01  +6.415e-69  +1.000e+00  +5.349e-01  -4.690e+00
49.248  78.213  9274367186475308599873394121375744.000  0.42830  -9.2327959e-01  +4.4213945e-01  +6.398e-69  +1.000e+00  +5.328e-01  -4.685e+00
49.250  78.213  9282313256375829328428403903168512.000  0.42811  -9.2239637e-01  +4.4107910e-01  +6.381e-69  +1.000e+00  +5.308e-01  -4.681e+00
49.252  78.214  9290262519423790965921898083385344.000  0.42791  -9.2151527e-01  +4.4002423e-01  +6.365e-69  +1.000e+00  +5.287e-01  -4.676e+00
49.254  78.215  9298214989449458872941389711147008.000  0.42772  -9.2063627e-01  +4.3897483e-01  +6.348e-69  +1.000e+00  +5.267e-01  -4.671e+00
49.256  78.216  9306170680204678995174043317960704.000  0.42753  -9.1975937e-01  +4.3793091e-01  +6.332e-69  +1.000e+00  +5.246e-01  -4.665e+00
49.258  78.217  9314129605363186846369909552709632.000  0.42734  -9.1888455e-01  +4.3689243e-01  +6.315e-69  +1.000e+00  +5.226e-01  -4.660e+00
49.260  78.218  9322091778520928020520205885112320.000  0.42715  -9.1801180e-01  +4.3585940e-01  +6.299e-69  +1.000e+00  +5.206e-01  -4.655e+00
49.262  78.219  9330057213196366021899046633865216.000  0.42696  -9.1714110e-01  +4.3483180e-01  +6.282e-69  +1.000e+00  +5.186e-01  -4.649e+00
49.264  78.219  9338025922830792400948182208479232.000  0.42677  -9.1627246e-01  +4.3380963e-01  +6.266e-69  +1.000e+00  +5.166e-01  -4.643e+00
49.266  78.220  9345997920788646113533775205892096.000  0.42658  -9.1540586e-01  +4.3279286e-01  +6.250e-69  +1.000e+00  +5.147e-01  -4.637e+00
49.268  78.221  9353973220357814433459102797529088.000  0.42639  -9.1454129e-01  +4.3178150e-01  +6.234e-69  +1.000e+00  +5.127e-01  -4.631e+00
49.270  78.222  9361951834749952311721332825915392.000  0.42621  -9.1367873e-01  +4.3077552e-01  +6.218e-69  +1.000e+00  +5.108e-01  -4.625e+00
49.272  78.223  9369933777100789053631749225971712.000  0.42602  -9.1281818e-01  +4.2977493e-01  +6.202e-69  +1.000e+00  +5.088e-01  -4.619e+00
49.274  78.224  9377919060470425772563940591534080.000  0.42584  -9.1195963e-01  +4.2877970e-01  +6.186e-69  +1.000e+00  +5.069e-01  -4.613e+00
49.276  78.225  9385907697843663972582613126742016.000  0.42566  -9.1110306e-01  +4.2778983e-01  +6.170e-69  +1.000e+00  +5.050e-01  -4.606e+00
49.278  78.225  9393899702130297237584256178323456.000  0.42547  -9.1024847e-01  +4.2680531e-01  +6.154e-69  +1.000e+00  +5.031e-01  -4.600e+00
49.280  78.226  9401895086165424825946395297972224.000  0.42529  -9.0939584e-01  +4.2582612e-01  +6.139e-69  +1.000e+00  +5.013e-01  -4.593e+00
49.282  78.227  9409893862709757194726313056796672.000  0.42511  -9.0854516e-01  +4.2485225e-01  +6.123e-69  +1.000e+00  +4.994e-01  -4.586e+00
49.284  78.228  9417896044449922676781274466615296.000  0.42493  -9.0769642e-01  +4.2388370e-01  +6.107e-69  +1.000e+00  +4.975e-01  -4.579e+00
49.286  78.229  9425901643998760322830697119088640.000  0.42475  -9.0684962e-01  +4.2292045e-01  +6.092e-69  +1.000e+00  +4.957e-01  -4.572e+00
49.288  78.230  9433910673895642719477441102872576.000  0.42457  -9.0600474e-01  +4.2196249e-01  +6.076e-69  +1.000e+00  +4.939e-01  -4.564e+00
49.290  78.230  9441923146606756149133428467433472.000  0.42439  -9.0516177e-01  +4.2100981e-01  +6.061e-69  +1.000e+00  +4.921e-01  -4.557e+00
49.292  78.231  9449939074525422255119428533354496.000  0.42422  -9.0432070e-01  +4.2006240e-01  +6.046e-69  +1.000e+00  +4.903e-01  -4.550e+00
49.294  78.232  9457958469972393189570237245161472.000  0.42404  -9.0348151e-01  +4.1912024e-01  +6.030e-69  +1.000e+00  +4.885e-01  -4.542e+00
49.296  78.233  9465981345196139843810828883066880.000  0.42387  -9.0264421e-01  +4.1818333e-01  +6.015e-69  +1.000e+00  +4.867e-01  -4.534e+00
49.298  78.234  9474007712373165443005609125347328.000  0.42369  -9.0180878e-01  +4.1725166e-01  +6.000e-69  +1.000e+00  +4.849e-01  -4.526e+00
49.300  78.235  9482037583608293776534566760087552.000  0.42352  -9.0097520e-01  +4.1632520e-01  +5.985e-69  +1.000e+00  +4.832e-01  -4.518e+00
49.302  78.236  9490070970934971263427480679088128.000  0.42335  -9.0014347e-01  +4.1540396e-01  +5.970e-69  +1.000e+00  +4.814e-01  -4.510e+00
49.304  78.236  9498107886315562100269099230691328.000  0.42317  -8.9931358e-01  +4.1448791e-01  +5.955e-69  +1.000e+00  +4.797e-01  -4.502e+00
49.306  78.237  9506148341641643409104319572606976.000  0.42300  -8.9848552e-01  +4.1357706e-01  +5.940e-69  +1.000e+00  +4.780e-01  -4.493e+00
49.308  78.238  9514192348734287703206816349421568.000  0.42283  -8.9765927e-01  +4.1267138e-01  +5.925e-69  +1.000e+00  +4.763e-01  -4.485e+00
49.310  78.239  9522239919344374175885285541281792.000  0.42266  -8.9683483e-01  +4.1177087e-01  +5.911e-69  +1.000e+00  +4.746e-01  -4.476e+00
49.312  78.240  9530291065152867707487559320862720.000  0.42249  -8.9601218e-01  +4.1087551e-01  +5.896e-69  +1.000e+00  +4.729e-01  -4.467e+00
49.314  78.241  9538345797771104789933748551417856.000  0.42232  -8.9519132e-01  +4.0998529e-01  +5.881e-69  +1.000e+00  +4.712e-01  -4.459e+00
49.316  78.241  9546404128741100203836468208074752.000  0.42216  -8.9437224e-01  +4.0910021e-01  +5.867e-69  +1.000e+00  +4.696e-01  -4.450e+00
49.318  78.242  9554466069535819107975924593721344.000  0.42199  -8.9355492e-01  +4.0822024e-01  +5.852e-69  +1.000e+00  +4.679e-01  -4.440e+00
49.320  78.243  9562531631559466422597571657596928.000  0.42182  -8.9273935e-01  +4.0734538e-01  +5.838e-69  +1.000e+00  +4.663e-01  -4.431e+00
49.322  78.244  9570600826147776212709767313883136.000  0.42166  -8.9192553e-01  +4.0647562e-01  +5.823e-69  +1.000e+00  +4.646e-01  -4.422e+00
49.324  78.245  9578673664568294153852402119213056.000  0.42149  -8.9111345e-01  +4.0561094e-01  +5.809e-69  +1.000e+00  +4.630e-01  -4.412e+00
49.326  78.246  9586750158020659997865527950180352.000  0.42133  -8.9030309e-01  +4.0475133e-01  +5.795e-69  +1.000e+00  +4.614e-01  -4.403e+00
49.328  78.247  9594830317636891191579491287695360.000  0.42116  -8.8949444e-01  +4.0389679e-01  +5.780e-69  +1.000e+00  +4.598e-01  -4.393e+00
49.330  78.247  9602914154481660730897543467106304.000  0.42100  -8.8868750e-01  +4.0304729e-01  +5.766e-69  +1.000e+00  +4.583e-01  -4.383e+00
49.332  78.248  9611001679552570403192432500932608.000  0.42084  -8.8788225e-01  +4.0220284e-01  +5.752e-69  +1.000e+00  +4.567e-01  -4.373e+00
49.334  78.249  9619092903780440170604059397455872.000  0.42068  -8.8707868e-01  +4.0136340e-01  +5.738e-69  +1.000e+00  +4.551e-01  -4.363e+00
49.336  78.250  9627187838029576800750051556065280.000  0.42052  -8.8627679e-01  +4.0052899e-01  +5.724e-69  +1.000e+00  +4.536e-01  -4.353e+00
49.338  78.251  9635286493098056332494391444766720.000  0.42036  -8.8547656e-01  +3.9969957e-01  +5.710e-69  +1.000e+00  +4.521e-01  -4.343e+00
49.340  78.252  9643388879717989247893476174987264.000  0.42020  -8.8467799e-01  +3.9887515e-01  +5.696e-69  +1.000e+00  +4.505e-01  -4.332e+00
49.342  78.252  9651495008555796020435718538002432.000  0.42004  -8.8388106e-01  +3.9805570e-01  +5.682e-69  +1.000e+00  +4.490e-01  -4.322e+00
49.344  78.253  9659604890212478051595129613975552.000  0.41988  -8.8308576e-01  +3.9724122e-01  +5.668e-69  +1.000e+00  +4.475e-01  -4.311e+00
49.346  78.254  9667718535223883995698882953609216.000  0.41972  -8.8229209e-01  +3.9643170e-01  +5.655e-69  +1.000e+00  +4.460e-01  -4.300e+00
49.348  78.255  9675835954060985308166915614572544.000  0.41957  -8.8150003e-01  +3.9562712e-01  +5.641e-69  +1.000e+00  +4.446e-01  -4.289e+00
49.350  78.256  9683957157130140264536483129458688.000  0.41941  -8.8070958e-01  +3.9482747e-01  +5.627e-69  +1.000e+00  +4.431e-01  -4.278e+00
49.352  78.257  9692082154773355673643705260048384.000  0.41925  -8.7992072e-01  +3.9403275e-01  +5.614e-69  +1.000e+00  +4.417e-01  -4.267e+00
49.354  78.257  9700210957268548590805111751573504.000  0.41910  -8.7913344e-01  +3.9324293e-01  +5.600e-69  +1.000e+00  +4.402e-01  -4.256e+00
49.356  78.258  9708343574829813795606711121215488.000  0.41895  -8.7834774e-01  +3.9245800e-01  +5.587e-69  +1.000e+00  +4.388e-01  -4.245e+00
49.358  78.259  9716480017607685505085536412368896.000  0.41879  -8.7756361e-01  +3.9167797e-01  +5.573e-69  +1.000e+00  +4.374e-01  -4.233e+00
49.360  78.260  9724620295689392169382163307823104.000  0.41864  -8.7678103e-01  +3.9090280e-01  +5.560e-69  +1.000e+00  +4.359e-01  -4.221e+00
49.362  78.261  9732764419099122796608274311413760.000  0.41849  -8.7599999e-01  +3.9013250e-01  +5.546e-69  +1.000e+00  +4.345e-01  -4.210e+00
49.364  78.262  9740912397798269066362626185887744.000  0.41833  -8.7522050e-01  +3.8936705e-01  +5.533e-69  +1.000e+00  +4.332e-01  -4.198e+00
49.366  78.262  9749064241685690501677109527707648.000  0.41818  -8.7444252e-01  +3.8860643e-01  +5.520e-69  +1.000e+00  +4.318e-01  -4.186e+00
49.368  78.263  9757219960597963500061743845998592.000  0.41803  -8.7366607e-01  +3.8785064e-01  +5.507e-69  +1.000e+00  +4.304e-01  -4.174e+00
49.370  78.264  9765379564309644199607727923658752.000  0.41788  -8.7289112e-01  +3.8709966e-01  +5.494e-69  +1.000e+00  +4.291e-01  -4.162e+00
49.372  78.265  9773543062533493298680838152519680.000  0.41773  -8.7211767e-01  +3.8635349e-01  +5.480e-69  +1.000e+00  +4.277e-01  -4.150e+00
49.374  78.266  9781710464920756215847047997161472.000  0.41758  -8.7134570e-01  +3.8561211e-01  +5.467e-69  +1.000e+00  +4.264e-01  -4.138e+00
49.376  78.267  9789881781061384450801412509532160.000  0.41743  -8.7057521e-01  +3.8487550e-01  +5.454e-69  +1.000e+00  +4.250e-01  -4.125e+00
49.378  78.267  9798057020484296144628109476364288.000  0.41729  -8.6980620e-01  +3.8414366e-01  +5.441e-69  +1.000e+00  +4.237e-01  -4.113e+00
49.380  78.268  9806236192657612428708883822804992.000  0.41714  -8.6903864e-01  +3.8341658e-01  +5.428e-69  +1.000e+00  +4.224e-01  -4.100e+00
49.382  78.269  9814419306988906455768042691362816.000  0.41699  -8.6827253e-01  +3.8269424e-01  +5.416e-69  +1.000e+00  +4.211e-01  -4.087e+00
49.384  78.270  9822606372825436290016386024996864.000  0.41685  -8.6750786e-01  +3.8197663e-01  +5.403e-69  +1.000e+00  +4.198e-01  -4.074e+00
49.386  78.271  9830797399454391632353192432369664.000  0.41670  -8.6674462e-01  +3.8126374e-01  +5.390e-69  +1.000e+00  +4.186e-01  -4.061e+00
49.388  78.272  9838992396103124404667140557242368.000  0.41656  -8.6598280e-01  +3.8055556e-01  +5.377e-69  +1.000e+00  +4.173e-01  -4.048e+00
49.390  78.272  9847191371939387404587762695798784.000  0.41641  -8.6522239e-01  +3.7985207e-01  +5.365e-69  +1.000e+00  +4.161e-01  -4.035e+00
49.392  78.273  9855394336071571807315393807122432.000  0.41627  -8.6446339e-01  +3.7915327e-01  +5.352e-69  +1.000e+00  +4.148e-01  -4.022e+00
49.394  78.274  9863601297548940055765102096285696.000  0.41612  -8.6370577e-01  +3.7845914e-01  +5.339e-69  +1.000e+00  +4.136e-01  -4.009e+00
49.396  78.275  9871812265361847221495573528969216.000  0.41598  -8.6294955e-01  +3.7776967e-01  +5.327e-69  +1.000e+00  +4.124e-01  -3.995e+00
49.398  78.276  9880027248441984271146583876173824.000  0.41584  -8.6219469e-01  +3.7708486e-01  +5.314e-69  +1.000e+00  +4.111e-01  -3.982e+00
49.400  78.277  9888246255662592509838855587758080.000  0.41570  -8.6144120e-01  +3.7640467e-01  +5.302e-69  +1.000e+00  +4.099e-01  -3.968e+00
49.402  78.277  9896469295838701083004006802915328.000  0.41556  -8.6068907e-01  +3.7572912e-01  +5.290e-69  +1.000e+00  +4.088e-01  -3.954e+00
49.404  78.278  9904696377727346031470426651099136.000  0.41541  -8.5993828e-01  +3.7505818e-01  +5.277e-69  +1.000e+00  +4.076e-01  -3.941e+00
49.406  78.279  9912927510027788193627645946101760.000  0.41527  -8.5918884e-01  +3.7439184e-01  +5.265e-69  +1.000e+00  +4.064e-01  -3.927e+00
49.408  78.280  9921162701381743789727258555449344.000  0.41513  -8.5844071e-01  +3.7373009e-01  +5.253e-69  +1.000e+00  +4.052e-01  -3.913e+00
49.410  78.281  9929401960373597712361273667092480.000  0.41499  -8.5769391e-01  +3.7307292e-01  +5.240e-69  +1.000e+00  +4.041e-01  -3.899e+00
49.412  78.282  9937645295530630651998523338260480.000  0.41486  -8.5694842e-01  +3.7242031e-01  +5.228e-69  +1.000e+00  +4.029e-01  -3.884e+00
49.414  78.282  9945892715323218552404959479988224.000  0.41472  -8.5620423e-01  +3.7177226e-01  +5.216e-69  +1.000e+00  +4.018e-01  -3.870e+00
49.416  78.283  9954144228165057430337052192276480.000  0.41458  -8.5546133e-01  +3.7112876e-01  +5.204e-69  +1.000e+00  +4.007e-01  -3.856e+00
49.418  78.284  9962399842413384736470674278711296.000  0.41444  -8.5471971e-01  +3.7048979e-01  +5.192e-69  +1.000e+00  +3.996e-01  -3.841e+00
49.420  78.285  9970659566369169587449361376215040.000  0.41430  -8.5397937e-01  +3.6985534e-01  +5.180e-69  +1.000e+00  +3.985e-01  -3.827e+00
49.422  78.286  9978923408277338738499214897053696.000  0.41417  -8.5324029e-01  +3.6922539e-01  +5.168e-69  +1.000e+00  +3.974e-01  -3.812e+00
49.424  78.287  9987191376326979497613712833904640.000  0.41403  -8.5250246e-01  +3.6859995e-01  +5.156e-69  +1.000e+00  +3.963e-01  -3.797e+00
49.426  78.287  9995463478651541486817015958077440.000  0.41390  -8.5176588e-01  +3.6797899e-01  +5.144e-69  +1.000e+00  +3.952e-01  -3.782e+00
49.428  78.288  10003739723329048779720815479357440.000  0.41376  -8.5103054e-01  +3.6736250e-01  +5.132e-69  +1.000e+00  +3.941e-01  -3.768e+00
49.430  78.289  10012020118382294745258611603144704.000  0.41363  -8.5029643e-01  +3.6675048e-01  +5.120e-69  +1.000e+00  +3.931e-01  -3.753e+00
49.432  78.290  10020304671779051879399551976603648.000  0.41349  -8.4956354e-01  +3.6614291e-01  +5.109e-69  +1.000e+00  +3.920e-01  -3.737e+00
49.434  78.291  10028593391432257425510673391026176.000  0.41336  -8.4883185e-01  +3.6553977e-01  +5.097e-69  +1.000e+00  +3.910e-01  -3.722e+00
49.436  78.292  10036886285200220900227731014287360.000  0.41322  -8.4810137e-01  +3.6494107e-01  +5.085e-69  +1.000e+00  +3.900e-01  -3.707e+00
49.438  78.292  10045183360886827007640009195913216.000  0.41309  -8.4737209e-01  +3.6434678e-01  +5.073e-69  +1.000e+00  +3.890e-01  -3.692e+00
49.440  78.293  10053484626241707424594507887280128.000  0.41296  -8.4664398e-01  +3.6375690e-01  +5.062e-69  +1.000e+00  +3.880e-01  -3.676e+00
49.442  78.294  10061790088960456397017304121999360.000  0.41283  -8.4591706e-01  +3.6317141e-01  +5.050e-69  +1.000e+00  +3.870e-01  -3.661e+00
49.444  78.295  10070099756684800219374729222422528.000  0.41270  -8.4519130e-01  +3.6259030e-01  +5.039e-69  +1.000e+00  +3.860e-01  -3.645e+00
49.446  78.296  10078413637002808219308711852638208.000  0.41256  -8.4446669e-01  +3.6201357e-01  +5.027e-69  +1.000e+00  +3.850e-01  -3.630e+00
49.448  78.297  10086731737449064542940964438671360.000  0.41243  -8.4374324e-01  +3.6144119e-01  +5.016e-69  +1.000e+00  +3.840e-01  -3.614e+00
49.450  78.297  10095054065504851469392215657152512.000  0.41230  -8.4302093e-01  +3.6087316e-01  +5.004e-69  +1.000e+00  +3.830e-01  -3.598e+00
49.452  78.298  10103380628598347713281002812997632.000  0.41217  -8.4229974e-01  +3.6030947e-01  +4.993e-69  +1.000e+00  +3.821e-01  -3.582e+00
49.454  78.299  10111711434104801362949362866454528.000  0.41204  -8.4157968e-01  +3.5975010e-01  +4.981e-69  +1.000e+00  +3.811e-01  -3.566e+00
49.456  78.300  10120046489346705124531532673843200.000  0.41191  -8.4086074e-01  +3.5919505e-01  +4.970e-69  +1.000e+00  +3.802e-01  -3.550e+00
49.458  78.301  10128385801593986554002209117306880.000  0.41179  -8.4014290e-01  +3.5864430e-01  +4.959e-69  +1.000e+00  +3.793e-01  -3.534e+00
49.460  78.301  10136729378064172924951707883929600.000  0.41166  -8.3942616e-01  +3.5809784e-01  +4.948e-69  +1.000e+00  +3.784e-01  -3.518e+00
49.462  78.302  10145077225922574543105195954405376.000  0.41153  -8.3871051e-01  +3.5755566e-01  +4.936e-69  +1.000e+00  +3.774e-01  -3.502e+00
49.464  78.303  10153429352282455378705373416390656.000  0.41140  -8.3799593e-01  +3.5701775e-01  +4.925e-69  +1.000e+00  +3.765e-01  -3.485e+00
49.466  78.304  10161785764205201393052146064162816.000  0.41127  -8.3728243e-01  +3.5648409e-01  +4.914e-69  +1.000e+00  +3.757e-01  -3.469e+00
49.468  78.305  10170146468700503853021857887289344.000  0.41115  -8.3657000e-01  +3.5595469e-01  +4.903e-69  +1.000e+00  +3.748e-01  -3.452e+00
49.470  78.306  10178511472726508057941385353887744.000  0.41102  -8.3585861e-01  +3.5542951e-01  +4.892e-69  +1.000e+00  +3.739e-01  -3.436e+00
49.472  78.306  10186880783189988583656837651365888.000  0.41089  -8.3514827e-01  +3.5490857e-01  +4.881e-69  +1.000e+00  +3.730e-01  -3.419e+00
49.474  78.307  10195254406946525679523761534009344.000  0.41077  -8.3443897e-01  +3.5439183e-01  +4.870e-69  +1.000e+00  +3.722e-01  -3.402e+00
49.476  78.308  10203632350800642466066189537771520.000  0.41064  -8.3373070e-01  +3.5387930e-01  +4.859e-69  +1.000e+00  +3.713e-01  -3.386e+00
49.478  78.309  10212014621505989402417377075789824.000  0.41052  -8.3302345e-01  +3.5337096e-01  +4.848e-69  +1.000e+00  +3.705e-01  -3.369e+00
49.480  78.310  10220401225765496471958410542186496.000  0.41039  -8.3231722e-01  +3.5286679e-01  +4.837e-69  +1.000e+00  +3.696e-01  -3.352e+00
49.482  78.311  10228792170231521909192301595328512.000  0.41027  -8.3161198e-01  +3.5236680e-01  +4.826e-69  +1.000e+00  +3.688e-01  -3.335e+00
49.484  78.311  10237187461506021679205164364333056.000  0.41015  -8.3090775e-01  +3.5187096e-01  +4.815e-69  +1.000e+00  +3.680e-01  -3.318e+00
49.486  78.312  10245587106140697051618805125480448.000  0.41002  -8.3020450e-01  +3.5137927e-01  +4.805e-69  +1.000e+00  +3.672e-01  -3.301e+00
49.488  78.313  10253991110637147939150835012861952.000  0.40990  -8.2950223e-01  +3.5089171e-01  +4.794e-69  +1.000e+00  +3.664e-01  -3.284e+00
49.490  78.314  10262399481447027389096287335874560.000  0.40978  -8.2880093e-01  +3.5040828e-01  +4.783e-69  +1.000e+00  +3.656e-01  -3.267e+00
49.492  78.315  10270812224972178780986665794011136.000  0.40965  -8.2810059e-01  +3.4992897e-01  +4.772e-69  +1.000e+00  +3.648e-01  -3.249e+00
